Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,23822.06012,24255.33858,28300.4631,32143.68141,36382.50792,40504.06073,44659.89514,46710.50558,40876.31015,47562.08343,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.35644,46454.74339,46326.67264,43258.17632
Canada,CAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.953030109,4.993080139,..,..,4.765880108,..,4.766409874,4.62612009,4.840579987,5.356369972,5.262050152,..,..,..,..,..,..,..,..,..
Canada,CAN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.50932038,19.77871921,19.89620177,19.41748445,19.07591098,19.24876418,19.2505356,19.71943948,21.96458551,21.47545746,21.14586686,21.05784518,20.70433471,20.26656013,20.87782513,21.04804019,20.70333139,20.7232714,20.83881505,22.61589502
Canada,CAN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.56737,..,..,..,..,..
Canada,CAN,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,18.32883,..,..,..,..,..,..,..,..,..
Canada,CAN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,40.28518,36.35893,40.19827,44.68562,43.07659,..,29.65255,36.99843,36.93396,31.44008,..,..,..,..
Canada,CAN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,25.39651474,24.20969651,24.42820915,25.86417553,26.61804916,26.33220943,26.02132272,25.81923188,20.46248602,21.52617635,22.95138335,22.92183964,23.33480002,23.93712558,21.31320581,20.46764975,21.32043626,21.33389328,21.39946475,19.98557761
Canada,CAN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,94.27488019,95.52964889,96.03846847,95.518685,96.01399295,97.26368359,97.8865535,98.25327089,101.4970083,101.9558284,101.2000701,101.945704,101.5728751,100.933582,102.5083876,102.2934704,102.230033,101.8664215,101.5889042,102.0924258
Canada,CAN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,22.63548905,21.7247372,21.94377715,23.66050407,24.45175414,24.61727708,24.40431956,24.24740931,18.52001347,19.3125301,20.85710941,20.91795123,21.5972984,22.14849389,19.56936363,19.14645457,19.84528099,19.5000262,20.01164268,18.72083643
Canada,CAN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.3042633,35.64837348,32.97410942,32.86464868,32.90242569,32.64970526,32.05386458,32.62860281,29.95855751,31.04073957,31.82034685,32.24252342,31.89913623,32.64208628,34.3149411,33.86111211,33.6466507,34.23650752,33.51226808,31.00745837
Canada,CAN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,28.44753546,27.57314103,27.90741045,28.39111972,29.21299152,28.84755448,28.68590191,29.3420195,25.07601821,26.35113316,27.1393406,26.6346688,26.61323518,27.13794246,24.41568255,23.29530055,24.02780289,..,..,..
Canada,CAN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.044025945,0.843483727,1.255872329,2.444373551,1.363187307,1.065703303,-1.357274676,3.983738602,-2.311525374,2.849946456,3.23475903,1.211917544,1.737448,1.944598697,-0.876717545,0.75403003,2.56499684,1.756738587,1.672579194,0.775149767
Canada,CAN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.03874062,15.70905941,14.66325348,14.29554309,13.37476162,12.58334035,11.90294487,10.61151209,10.06119641,10.02715411,9.955396173,10.02016741,9.588492358,9.426150824,9.975422544,9.928004135,9.684575788,..,..,..
Canada,CAN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,83.25860479,116.831457,101.6403458,114.6906726,126.3467476,128.9133218,148.8643634,66.55883269,122.028302,134.24452,106.6661219,112.667433,114.4711752,116.0415795,102.3700787,130.4665966,143.5220535,112.5474901,138.328617,160.6687812
Canada,CAN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.137368973,1.120852292,1.115878799,1.107966027,1.110669655,1.125832408,1.188901783,1.248621382,1.377555631,1.194338338,1.193291895,1.118404598,1.0023672,0.989925299,1.152709374,1.164161567,1.351602232,1.324681094,1.27894142,1.415055841
Canada,CAN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.082706871,0.083523121,0.075071018,0.080614655,0.079588271,0.082295229,0.080164982,0.083671656,0.08703789,0.074143671,0.068439567,0.068618655,0.072378451,0.074833437,0.081866248,0.08438019,0.076893949,0.0752426,0.075321563,0.051813586
Canada,CAN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.02831,1.97873,1.97478,2.00416,1.97759,1.94872,1.90857,1.8604,1.92227,1.82958,1.79132,1.77232,1.7054,1.71417,1.69324,1.72873,1.66886,1.56287,1.54266,..
Canada,CAN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,62.54146881,63.01576544,62.92361298,62.40435898,62.03346575,62.72319311,63.09642128,62.73445421,66.86904248,65.73341913,64.79820615,65.16324113,65.16744128,64.90199745,67.00099777,67.9588533,67.11667206,..,..,..
Canada,CAN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,60.34663433,58.95774569,56.56340579,68.81278634,79.45638971,93.77517016,118.8025814,96.77010472,96.96078946,86.86124037,82.18666947,73.72551366,71.67677234,74.41721891,70.41879356,75.48237193,77.6193571,79.77769376,82.25680223,61.46511142
Canada,CAN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.18147981,13.37762747,13.22893471,13.34474787,13.29949289,13.34822067,13.33443201,12.3901656,12.30438595,11.7328093,11.80392128,11.66442736,11.6235046,11.80837908,12.38981091,12.49656263,12.61201668,13.08834655,13.26937325,..
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,78.34421839,75.70703208,69.84009462,70.19241999,69.75913302,68.05216448,66.28341975,67.02360836,58.47439182,60.2081215,62.49873877,62.59554894,62.2310749,64.37866216,66.16490207,65.36368452,65.10106085,66.58185309,65.42883752,59.96330908
Canada,CAN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.97317689,11.09022205,10.68567699,10.79402295,10.69666606,10.56020293,10.46603495,10.65148772,11.08332555,10.84287637,10.74801081,11.27041719,11.33154024,11.46749474,12.20573042,12.56737934,12.53049281,13.03199357,12.9906354,10.75364152
Canada,CAN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,0.39356014,0.370909679,0.313276168,0.309264149,0.282653271,0.2813996,0.3063112,0.229613786,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,34252695468,37189390324,36267581049,34476385088,33018041276,35063091947,41082108779,43872316564,54356329767,57151157771,65818985667,68546343362,71937085416,74699962253,79753521150,82718110858,86677706697,83925602808,85297110784,90428136419
Canada,CAN,Total reserves minus gold (current US$),FI.RES.XGLD.CD,33961817468,36984083074,36222100799,34428643088,32962124276,34993800647,40991230029,43777513814,54237792267,56997958271,65652106667,68364967362,71821453416,74584186253,79695445870,82718110858,86677706697,83925602808,85297110784,90428136419
Canada,CAN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,33178.50427,34065.61742,35075.23725,36224.43706,37726.70088,39104.77479,41464.03062,41422.91,39669.95296,40325.04313,41218.41655,41545.15847,42175.10462,42913.41346,42928.25526,43006.80977,43757.17285,44002.01262,44376.09007,41657.19538
Canada,CAN,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.98346135,13.30148771,12.34899897,12.91664817,11.6414956,10.62576053,10.24616576,10.16904785,9.636185514,9.325176941,9.177653795,9.11371387,8.942893962,8.643491396,8.387014882,8.057287535,7.463565017,7.043020253,7.143691248,7.653066548
China,CHN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.22035074,4.34825134,4.38032389,4.25689554,4.14221525,3.91870999,3.65868473,3.87722778,4.32182407,4.2079916,4.32551336,4.5493989,4.71002245,4.77322769,4.8887229,4.98188066,5.15119171,5.35107994,..,..
China,CHN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,250.1958067,244.7126419,254.1413772,263.2503916,261.2527911,253.3827739,239.9012925,225.6754989,220.3935257,220.01274,215.3989646,207.2759854,198.5457957,187.6870333,..,..,..,..,..,..
China,CHN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.31214574,22.64474567,26.98075653,31.06133758,33.82985757,36.03502555,35.43479853,32.60271402,24.74985594,27.18533272,26.56818935,25.49252222,24.59925444,23.51006091,21.35407988,19.58438005,19.69227699,19.11210354,18.49639308,18.49691125
China,CHN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,61.93324901,60.98344325,58.02199431,55.23624791,54.3845409,52.57249548,50.99628774,49.77349454,50.08027204,48.91336167,50.15929328,51.1426133,51.71714701,52.52494301,53.99089043,55.03873751,54.86760843,55.05768886,56.01857317,..
China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.51300212,3.609099885,3.48740331,3.483641114,4.554254034,4.508579016,4.40096483,3.73363489,2.568888291,4.0035629,3.708828902,2.827090556,3.039875469,2.559233447,2.192181603,1.55564215,1.349132679,1.693905294,1.310718781,..
China,CHN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.723908541,0.427326487,0.509314282,0.407733343,0.600602413,0.869587667,0.483187145,1.23505626,0.860300666,0.952062415,0.641205592,0.761388132,0.762463765,1.175384509,1.576547892,1.926636988,1.123380739,1.029351959,0.9587577,0.746612949
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1.3394E+12,1.47055E+12,1.66029E+12,1.95535E+12,2.28597E+12,2.75213E+12,3.55034E+12,4.59431E+12,5.1017E+12,6.08716E+12,7.5515E+12,8.53223E+12,9.57041E+12,1.04757E+13,1.10616E+13,1.12333E+13,1.23104E+13,1.38948E+13,1.42799E+13,1.47227E+13
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.970063,3468.304602,3832.236432,4550.453108,5618.132267,6316.918318,7050.646271,7678.599486,8066.942635,8147.937705,8879.438667,9976.677137,10216.63033,10500.39562
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,3.754640102,3.52196002,4.077429771,3.852509975,3.726639986,3.82487011,3.79362011,3.667449951,3.542490005,..,..
China,CHN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,16.41343935,16.07042441,15.31420932,14.62534231,14.79766254,14.82051595,14.62676193,14.48561439,14.75297613,14.58702058,15.23886494,15.75607839,15.88401589,15.81704465,16.21788677,16.36375556,16.32486222,16.53580834,16.77051095,..
China,CHN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,38.06675099,39.01655675,41.97800569,44.76375209,45.6154591,47.42750452,49.00371226,50.22650546,49.91972796,51.08663833,49.84070672,48.8573867,48.28285299,47.47505699,46.00910957,44.96126249,45.13239157,44.94231114,43.98142683,..
China,CHN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,97.47484573,97.13688669,97.6421249,97.08344517,94.73069044,92.48283417,91.47847791,92.04252135,95.43650787,95.46951637,96.81941438,97.3678789,98.11609634,98.34889577,97.22569708,97.67011444,97.88090582,98.85116346,99.26967892,..
China,CHN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,37.26929982,38.88322548,42.41349965,45.67236719,45.95478215,48.26050056,50.27522182,51.78759347,50.37304063,51.32671664,49.23333021,48.6653632,47.37839092,47.61581834,45.51695999,44.47634778,44.95738786,44.38606648,43.81639272,..
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.21521353,20.10265796,24.82323147,28.44418664,28.3780353,28.44385835,26.75856495,25.01000133,20.43501444,23.53174494,24.17271524,22.77500014,22.14512114,21.39515505,18.11008945,17.31003496,17.94013625,18.34414004,17.34102074,16.00997661
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,44.79341234,44.45056753,45.62278485,45.90021167,47.02257848,47.55739757,46.88416923,46.97117236,45.95714729,46.49783114,46.52928947,45.42298074,44.17670454,43.08556811,40.84133997,39.5806215,39.85169845,39.68701182,38.58740342,37.82091725
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.047049457,0.602099078,2.603177719,6.95199268,3.903744269,3.926549397,7.749686493,7.795346037,-0.209533361,6.881380253,8.075684467,2.331217576,2.163370027,1.031063688,-0.002944094,1.407346027,4.232681975,3.499747636,1.287452077,0.671929892
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,31.97506997,32.09392433,32.45232806,32.38335312,32.1194116,31.59623809,31.61282168,32.06479119,31.52857787,30.67100807,30.39644421,28.95167058,28.06944224,28.10893687,27.84101115,26.77472177,26.17590672
China,CHN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,30.89697574,22.8972279,17.57910087,41.62064045,126.1530748,38.71713465,70.0384246,66.169408,45.18450949,43.33422852,41.26411557,57.32273223,74.02232996,65.17010737,70.76342433,45.51970357,59.63264475,82.96331605
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.976185991,2.049686062,1.983406274,1.927764976,1.85334244,1.85464884,1.739812859,1.712334361,1.886133152,1.73947515,1.665576053,1.693368163,1.702855096,1.728689068,1.750717767,1.770695719,1.74645507,1.739533683,1.727827863,1.749795773
China,CHN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.090264586,0.160012947,0.278586119,0.339644071,0.145980386,0.156950792,0.192463945,0.198866703,0.18051795,0.224013042,0.219405035,0.200013634,0.185886626,0.285523157,0.299276925,0.239318233,0.232940938,0.174925688,0.128111997,0.128386537
China,CHN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.94033,1.05786,1.12037,1.21498,1.30792,1.36854,1.37369,1.44592,1.6648,1.71372,1.78034,1.91214,1.99786,2.02243,2.05701,2.10033,2.11603,2.14058,..,..
China,CHN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,41.22312631,42.24794475,42.02821619,41.18314017,41.33592592,41.81684191,42.86966501,42.85977979,44.4066672,44.17699192,44.29305673,45.46330539,46.8804015,48.27094049,50.77164515,52.36209096,52.68473653,53.26996792,54.26890533,54.5260162
China,CHN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,34.55136473,22.99875533,23.36955083,26.15883159,17.16415373,42.11248681,177.6011083,84.99775074,153.493383,135.6582887,88.37959187,58.92010843,80.41436101,114.1627637,355.519847,162.8648487,139.90867,94.06846971,127.7856028,214.5027076
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,8.569243858,9.057253983,9.771406065,10.10142653,10.30944174,10.21204861,10.31279489,10.25676868,9.907732583,9.678618827,9.376920447,9.122915561,9.419317653,9.052685732,..,..
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,38.52735928,42.74740363,51.803988,59.50552422,62.20789287,64.4788839,62.19336348,57.61271534,45.18487038,50.71707766,50.74090459,48.26752237,46.74437558,44.90521595,39.46416934,36.89441502,37.63241324,37.45624357,35.83741382,34.50688786
China,CHN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.673466786,10.12743489,6.819610527,7.775605008,7.105942152,7.082115875,7.476732591,7.014381857,5.929261219,6.106955557,5.94439537,5.659435766,5.617455814,6.224165843,5.904400359,5.785966093,5.564872856,5.46464148,5.251194854,4.182277723
China,CHN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,20410918000,20884540000,21178851000,21918012000,21071965000,21606874000,22109858000,22439564000,22460926000,22135458000,20667636000,19824243000,18958546000,17884480000,17047891000,16214801000,16356049000,16094925000,16270521000,16235962000
China,CHN,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,25.58430629,22.05955386,21.16605588,18.58419946,17.83320718,16.0422011,13.17270145,9.521080171,9.805091607,17.583174,23.70009976,23.38317244,27.75589651,31.78050244,24.14634072,25.87102801,31.85211681,38.47278578,37.39843335,36.82285938
China,CHN,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2.20057E+11,2.97739E+11,4.16199E+11,6.22949E+11,8.3141E+11,1.08076E+12,1.54636E+12,1.96604E+12,2.4529E+12,2.91371E+12,3.25467E+12,3.38751E+12,3.88037E+12,3.90004E+12,3.40525E+12,3.09766E+12,3.23568E+12,3.16822E+12,3.22289E+12,3.35724E+12
China,CHN,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2.15605E+11,2.91128E+11,4.08151E+11,6.145E+11,8.21514E+11,1.06849E+12,1.53028E+12,1.94926E+12,2.41604E+12,2.86608E+12,3.20279E+12,3.33112E+12,3.83955E+12,3.85917E+12,3.34519E+12,3.02978E+12,3.15888E+12,3.09188E+12,3.12749E+12,3.23878E+12
China,CHN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,25000325552,31094648269,37522263274,23304417949,27506962818,27552371668,31888239815,33346511113,39906332323,52103926467,62800988403,72240350180,77192715848,81602959371,1.26687E+11,1.67752E+11,2.06284E+11,2.4094E+11,2.75777E+11,2.738E+11
China,CHN,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,2330.36921,2535.026499,2781.797188,3054.475828,3368.277458,3793.957575,4328.542625,4740.199335,5120.41885,5622.763963,6099.434951,6593.431907,7029.691454,7584.225585,8036.466082,8538.406758,9110.156149,9636.41037,10204.39603,..
China,CHN,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.893644587,2.136201175,2.273980811,1.194966362,1.211836709,1.003002467,0.896144014,0.721337499,0.783526263,0.859645864,0.83945932,0.848647208,0.813190131,0.777987371,1.149637506,1.499351121,1.677010712,1.743423129,1.935802969,1.872307263
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.801043016,5.475274893,6.167184386,5.665311576,4.651168823,4.370043778,4.416915436,4.567851183,4.476773992,4.115756488,4.34203512,4.168328224,4.506904938,4.325610539,4.319132751,4.891353587,4.600591696,4.420399304,4.401763235,5.905569345
Brazil,BRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,63.95235634,62.45168349,60.65593049,63.80782743,61.31878046,59.34167186,59.84949,57.22840938,58.45727111,67.53755403,73.41880381,..,..,..,..
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.5499382,8.70437145,8.19710159,8.13533783,8.04407787,8.25891399,8.20776176,8.01598835,8.40254688,7.94913244,7.78833342,7.73536205,7.97721243,8.39624977,8.87090969,9.20742226,9.46933746,9.51438713,..,..
Brazil,BRA,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,92.76238129,92.39594463,92.85539547,92.68077486,92.06692124,91.63681109,91.29466701,91.70975183,88.82354313,91.33889428,89.222636,91.33358942,92.44265531,94.95793426,..,..,..,..,..,..
Brazil,BRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,30.70141825,31.30650536,30.79405289,30.83654535,32.0694502,36.92450725,36.49165274,36.24771443,35.45424118,34.73507337,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.37171067,14.23059027,15.18078371,16.54576151,15.24382927,14.3743163,13.3276751,13.53400051,10.85137113,10.86558477,11.58251532,11.87755984,11.74223064,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.10536213,16.87085484
Brazil,BRA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,83.45100339,81.70809738,80.92212891,78.67416111,79.3942532,79.47659338,78.81793519,78.57018556,81.60709829,79.23966126,78.9431496,79.94197011,80.60771034,82.11310942,83.74161724,84.63077701,84.65621104,84.51116275,84.84220357,83.20772102
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.152126833,3.2653199,1.813120631,2.713421271,1.733900669,1.753103944,3.190894842,2.990663287,1.888455795,3.729955636,3.915113135,3.755022457,3.041524533,3.571425525,3.592144999,4.137362633,3.338271324,4.077458782,3.683780191,..
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.266207866,0.487930518,0.040978119,1.46753916,0.326412334,2.599974822,1.221204088,1.539977245,-0.273054594,1.211614565,0.614139248,0.084507311,0.632621317,0.839043459,0.173895912,0.818259205,1.034186171,0.105614271,1.215224024,-0.239992641
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,5.59372E+11,5.07962E+11,5.5832E+11,6.69317E+11,8.9163E+11,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.7957E+12,2.06351E+12,1.91695E+12,1.87781E+12,1.44473E+12
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,3156.798771,2829.283145,3070.910524,3637.462429,4790.436959,5886.463682,7348.030716,8831.023117,8597.915485,11286.2429,13245.61203,12370.02445,12300.32482,12112.58767,8814.001418,8710.096774,9928.643063,9151.445253,8897.48777,6796.844542
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.844680071,3.750370026,..,3.974479914,4.4790802,4.870600224,4.974259853,5.268839836,5.463550091,5.648799896,5.737410069,5.855100155,5.838850021,5.948480129,6.24105978,6.314040184,6.32047987,6.088510036,..,..
Brazil,BRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.34329501,19.80966235,19.07747849,18.46758392,18.89000142,19.03891694,18.94298761,18.83939288,19.6506384,19.01685784,18.6692612,18.53010327,18.89246025,19.15353871,19.77683664,20.37929743,20.1619047,19.89508778,20.07775653,20.49291795
